price,postcode,total_square,rooms,floor,city,district,street_house
20493748,115280.0,49.6,1.0,17.0,Москва,Даниловский район,Автозаводская_5
60469600,119002.0,94.4,4.0,2.0,Москва,Хамовники район,Староконюшенный переулок_19
20999000,108850.0,90.0,3.0,1.0,Москва,Внуковское поселение,бульвар Андрея Тарковского_9
8750000,142720.0,56.0,2.0,2.0,unknown,unknown,Лесная_22
11000000,111395.0,43.0,2.0,9.0,Москва,Вешняки район,Снайперская_4
11315500,125438.0,37.0,1.0,3.0,Москва,Головинский район,Михалковская_48
14569436,125371.0,41.0,1.0,14.0,Москва,Покровское-Стрешнево район,шоссе Волоколамское_95
31990000,115035.0,60.2,2.0,5.0,Москва,Замоскворечье район,Космодамианская набережная_36
31600000,127434.0,131.5,2.0,12.0,Москва,Тимирязевский район,Дмитровское шоссе_13
23000000,125565.0,73.4,4.0,2.0,Москва,Головинский район,Пулковская улица_3
10200000,109507.0,44.1,2.0,6.0,Москва,Выхино-Жулебино район,Ферганский проезд_4
6884384,140090.0,34.84,1.0,2.0,Котельники,unknown,микрорайон Новые Котельники_9
45994740,123290.0,101.0,3.0,11.0,Москва,Пресненский район,Мукомольный проезд_11
19500000,108802.0,83.0,3.0,9.0,Москва,Сосенское поселение,Севильский бульвар_1
10500000,142702.0,68.0,3.0,5.0,Видное,unknown,Петровский проезд_30
8190000,143025.0,38.6,1.0,1.0,unknown,unknown,Никольская_8
7800000,140006.0,47.1,2.0,4.0,Люберцы,unknown,Южная_14
5379868,107150.0,13.4,2.0,5.0,Москва,Богородское район,Ивантеевская_9
90000000,119048.0,160.0,6.0,4.0,Москва,Хамовники район,Усачёва_29
14100000,143404.0,50.0,2.0,6.0,Красногорск,unknown,Дачная_5
14800000,125362.0,52.1,2.0,7.0,Москва,Покровское-Стрешнево район,улица Большая Набережная_5
16500000,142703.0,110.0,3.0,9.0,Видное,unknown,Строительная_3
45000000,unknown,92.3,3.0,3.0,Москва,Раменки район,проспект Генерала Дорохова_39
7172048,140016.0,35.38,1.0,6.0,Люберцы,unknown,3-й квартал_61
22849680,111033.0,58.8,2.0,13.0,Москва,Лефортово район,Золоторожский Вал улица_29
63869013,unknown,95.77,4.0,11.0,Москва,Раменки район,СТ Вест Гарден жк_12
21450000,111398.0,94.0,4.0,5.0,Москва,Перово район,Плющева_15
31136088,125371.0,108.0,4.0,3.0,Москва,Покровское-Стрешнево район,шоссе Волоколамское_95
60187770,unknown,91.61,4.0,4.0,Москва,Раменки район,СТ Вест Гарден жк_13
12470927,140060.0,61.7,2.0,7.0,unknown,unknown,улица Академика Северина_9
24000000,121165.0,83.0,3.0,2.0,Москва,Дорогомилово район,Киевская_20
9700000,109451.0,34.3,1.0,16.0,Москва,Марьино район,Белореченская_24
38660000,127427.0,80.02,4.0,18.0,Москва,Марфино район,улица Академика Королёва_21
18000000,125040.0,44.1,2.0,1.0,Москва,Беговой район,улица Расковой_9
20300000,119421.0,57.7,2.0,16.0,Москва,Обручевский район,Обручева_13
18000000,125438.0,64.4,2.0,5.0,Москва,Головинский район,Михалковская_52
35988968,119136.0,61.0,2.0,7.0,Москва,Раменки район,Сетуньский 1-й проезд_6
22622000,115093.0,42.6,2.0,2.0,Москва,Даниловский район,Даниловский Вал улица_1
7293686,107143.0,23.1,1.0,2.0,Москва,Метрогородок район,Тагильская_4
13400000,119517.0,53.2,2.0,2.0,Москва,Очаково-Матвеевское район,Нежинская улица_13
9700000,143966.0,51.0,3.0,2.0,Реутов,unknown,улица Новая_7
11500000,140050.0,90.0,3.0,5.0,unknown,unknown,Егорьевское шоссе_1
12035060,129343.0,27.0,1.0,34.0,Москва,Свиблово район,проезд Серебрякова_11
25000000,121309.0,75.0,3.0,15.0,Москва,Филёвский парк район,улица Большая Филёвская_23
6224078,141206.0,42.25,2.0,2.0,Пушкино,unknown,Школьная улица_28
13200000,125412.0,42.3,2.0,6.0,Москва,Дмитровский район,Коровинское шоссе_24
18500000,119620.0,95.0,2.0,15.0,Москва,Солнцево район,Солнцевский проспект_6
22666224,121170.0,37.0,1.0,4.0,Москва,Дорогомилово район,Кутузовский проезд_16
25668580,123290.0,44.18,1.0,14.0,Москва,Пресненский район,Шмитовский проезд_40
11579471,109052.0,36.01,2.0,22.0,Москва,Нижегородский район,Рязанский проспект_2
8400000,143006.0,32.6,1.0,12.0,Одинцово,unknown,Комсомольская_4
14000000,125284.0,34.2,1.0,4.0,Москва,Беговой район,Беговая_34
25800000,127254.0,87.0,3.0,5.0,Москва,Бутырский район,улица Гончарова_8
153109027,109028.0,168.8,4.0,8.0,Москва,Басманный район,Казарменный переулок_3
322484376,119034.0,272.2,3.0,4.0,Москва,Хамовники район,Бутиковский переулок_3
11929800,127273.0,34.0,1.0,21.0,Москва,Отрадное район,Отрадная_4
7999000,143026.0,35.0,2.0,9.0,unknown,unknown,Овражная_47
19900000,125195.0,49.0,1.0,25.0,Москва,Левобережный район,Смольная_49
20950000,121059.0,57.0,2.0,5.0,Москва,Дорогомилово район,Большая Дорогомиловская_1
11590000,125481.0,47.0,2.0,1.0,Москва,Северное Тушино район,улица Фомичёвой_3
8412286,125371.0,23.8,1.0,20.0,Москва,Покровское-Стрешнево район,шоссе Волоколамское_81
29000000,141730.0,143.2,3.0,5.0,Лобня,unknown,Юбилейная_4
7180000,143909.0,39.5,1.0,1.0,Балашиха,unknown,Звёздная_12
17500000,143005.0,74.5,2.0,8.0,Одинцово,unknown,Маршала Толубко_3
17264958,unknown,66.7,4.0,2.0,Москва,Сосенское поселение,ЖК Прокшино_6
15000000,117303.0,48.3,2.0,8.0,Москва,Зюзино район,Большая Юшуньская_16
11551900,127273.0,33.0,1.0,18.0,Москва,Отрадное район,Отрадная_4
17500000,123181.0,75.3,3.0,1.0,Москва,Строгино район,Исаковского_2
22696252,121170.0,45.0,1.0,6.0,Москва,Дорогомилово район,Кутузовский проезд_16
8700000,143986.0,51.0,2.0,4.0,Балашиха,unknown,Юбилейная_32
23999000,143408.0,128.5,4.0,7.0,Красногорск,unknown,бульвар Космонавтов_13
38604562,129343.0,114.9,4.0,19.0,Москва,Свиблово район,проезд Серебрякова_11
37900000,119192.0,84.1,3.0,48.0,Москва,Раменки район,Мичуринский проспект_56
21750000,125430.0,87.9,3.0,3.0,Москва,Митино район,Пятницкое шоссе_23
20100000,115432.0,58.0,2.0,14.0,Москва,Даниловский район,проспект Лихачёва_14
35579895,125252.0,66.3,3.0,9.0,Москва,Хорошёвский район,улица Зорге_9
32650000,107564.0,106.7,3.0,13.0,Москва,Богородское район,Мясниковская 1-я_2
28950000,117198.0,90.6,3.0,6.0,Москва,Обручевский район,Островитянова_5
10000000,107143.0,37.0,1.0,4.0,Москва,Метрогородок район,Николая Химушина_13
12755705,140014.0,75.3,2.0,6.0,Люберцы,unknown,Хлебозаводская_6
11600000,108849.0,38.0,1.0,14.0,Москва,Внуковское поселение,улица Бориса Пастернака_27
13573450,108836.0,66.7,3.0,7.0,Москва,Десёновское поселение,микрорайон Новые Ватутинки Центральные_9
7150000,108811.0,37.0,1.0,12.0,Московский,Московский поселение,1-й микрорайон_20
12957856,129337.0,32.3,1.0,3.0,Москва,Ярославский район,улица Красная Сосна_3
13500000,117465.0,60.0,3.0,7.0,Москва,Тёплый Стан район,Генерала Тюленева_31
13407032,125310.0,72.4,3.0,16.0,Москва,Митино район,ЖК Митинский лес_1
24500000,123060.0,78.1,3.0,3.0,Москва,Щукино район,улица Маршала Конева_4
20900000,123022.0,45.1,1.0,38.0,Москва,Пресненский район,Ходынская_2
17100000,119619.0,60.3,2.0,15.0,Москва,Солнцево район,Авиаторов_5
14000000,unknown,78.8,3.0,15.0,Дзержинский,unknown,улица Угрешская_34
14150000,117321.0,59.7,3.0,9.0,Москва,Тёплый Стан район,Профсоюзная_140
6900000,142721.0,38.1,1.0,10.0,unknown,unknown,Молодёжный бульвар_15
55000000,143085.0,179.6,5.0,7.0,unknown,unknown,Каштановая улица_8
20547150,109316.0,61.5,2.0,5.0,Москва,Южнопортовый район,Волгоградский проспект_32
5900000,143915.0,42.5,1.0,13.0,Балашиха,unknown,Свердлова_40
10622770,108814.0,40.4,2.0,25.0,Москва,Южное Бутово район,Южные Сады жк улица_2
19870110,141031.0,105.3,4.0,21.0,unknown,unknown,Полковника Романова улица_13
46250000,123290.0,116.21,3.0,4.0,Москва,Пресненский район,Шмитовский проезд_39
59800000,127051.0,118.8,3.0,3.0,Москва,Тверской район,Большой Каретный переулок_24
34530000,127427.0,67.6,3.0,17.0,Москва,Марфино район,улица Академика Королёва_21
13500000,105318.0,32.3,1.0,1.0,Москва,Соколиная Гора район,Вольный переулок_6
93000000,121552.0,205.0,4.0,2.0,Москва,Кунцево район,Рублёвское шоссе_101
9999999,111672.0,40.0,1.0,5.0,Москва,Новокосино район,Новокосинская_45
15900000,127018.0,51.5,2.0,12.0,Москва,Марьина Роща район,улица Ямская 1-я_10
9500000,115551.0,33.0,1.0,9.0,Москва,Орехово-Борисово Северное район,Каширское шоссе_102
17600000,123098.0,51.0,3.0,7.0,Москва,Щукино район,улица Рогова_5
7000000,141410.0,32.5,1.0,4.0,Химки,unknown,Юбилейный проспект_80
42007332,129085.0,90.7,2.0,4.0,Москва,Останкинский район,проспект Мира_95
9700000,142701.0,52.5,2.0,7.0,Видное,unknown,Жуковский проезд_3
7800000,140055.0,21.4,2.0,4.0,Котельники,unknown,Сосновая_5
14490000,111396.0,58.0,2.0,7.0,Москва,Новогиреево район,Зелёный проспект_70
28900000,123100.0,39.4,1.0,3.0,Москва,Пресненский район,Мантулинская_9
28800000,125319.0,68.9,3.0,9.0,Москва,Аэропорт район,Кочновский проезд_4
14499000,115487.0,47.5,2.0,1.0,Москва,Нагатино-Садовники район,проспект Андропова_44
26000000,109382.0,74.8,3.0,11.0,Москва,Люблино район,Люблинская_76
6800000,141013.0,41.0,1.0,17.0,Мытищи,unknown,Стрелковая_6
15000000,108850.0,55.0,2.0,3.0,Москва,Внуковское поселение,Лётчика Грицевца_6
10300000,141410.0,54.0,2.0,14.0,Химки,unknown,Родионова_12
16400000,125319.0,56.0,2.0,1.0,Москва,Аэропорт район,Планетная_43
36307199,125124.0,82.83,2.0,8.0,Москва,Беговой район,1-я улица Ямского Поля_28
8499000,107150.0,30.8,1.0,2.0,Москва,Богородское район,Ивантеевская_3
13000000,107113.0,36.4,1.0,5.0,Москва,Сокольники район,улица Маленковская_9
9950000,127273.0,30.0,1.0,5.0,Москва,Отрадное район,Отрадный проезд_3
40686250,unknown,68.75,3.0,9.0,Москва,Раменки район,СТ Вест Гарден жк_7
52123500,117246.0,121.5,3.0,24.0,Москва,Черёмушки район,Херсонская_43
27381372,123060.0,44.84,2.0,14.0,Москва,Щукино район,улица Маршала Рыбалко_2
8807938,108814.0,40.9,2.0,3.0,Москва,Сосенское поселение,деревня Столбово_9
15980039,108811.0,60.1,2.0,2.0,Москва,Московский поселение,22 километр Киевское шоссе_6
30670672,107564.0,84.8,3.0,5.0,Москва,Богородское район,улица Краснобогатырская_38
17763748,unknown,49.9,2.0,27.0,Москва,Очаково-Матвеевское район,Озёрная улица_7
7990000,143006.0,46.3,2.0,13.0,Одинцово,unknown,Белорусская_10
13600000,115372.0,50.2,2.0,1.0,Москва,Бирюлёво Восточное район,Бирюлёвская_47
13000000,142718.0,83.0,3.0,5.0,unknown,unknown,Южный бульвар_6
7900000,141008.0,37.0,1.0,4.0,Мытищи,unknown,улица Колпакова_42
50700240,119192.0,105.0,3.0,4.0,Москва,Раменки район,Винницкая_8
21679250,125252.0,42.5,1.0,3.0,Москва,Хорошёвский район,улица Зорге_9
16850000,141435.0,92.0,3.0,1.0,Химки,unknown,Ивановская_7
8100000,143001.0,37.1,1.0,4.0,Одинцово,unknown,Кутузовская_72
11800000,143902.0,55.0,2.0,5.0,Балашиха,unknown,улица Советская_56
15700000,119618.0,59.0,3.0,2.0,Москва,Солнцево район,50 лет Октября_23
36473040,123290.0,84.91,3.0,21.0,Москва,Хорошёво-Мнёвники район,Шелепихинская набережная_34
13500000,111677.0,55.8,2.0,17.0,Москва,Некрасовка район,улица Вертолётчиков_4
7500000,143442.0,37.5,1.0,4.0,unknown,unknown,Северная улица_7
9418940,108811.0,48.5,1.0,16.0,Московский,Московский поселение,Лаптева_7
16500000,117246.0,56.6,2.0,4.0,Москва,Черёмушки район,Обручева_35
22980000,117513.0,75.0,3.0,16.0,Москва,Тёплый Стан район,Ленинский проспект_123
5800000,143983.0,35.0,1.0,15.0,Балашиха,unknown,Береговая_8
11650000,117535.0,45.0,2.0,6.0,Москва,Чертаново Южное район,Россошанская_2
42800000,119361.0,105.0,3.0,12.0,Москва,Раменки район,улица Лобачевского_120
11700000,143408.0,68.0,2.0,15.0,Красногорск,unknown,Игоря Мерлушкина_4
67000000,127051.0,100.0,4.0,2.0,Москва,Тверской район,Петровский бульвар_15
12300000,111141.0,45.0,2.0,5.0,Москва,Перово район,Братская улица_8
8100000,143001.0,36.0,1.0,9.0,Одинцово,unknown,Чистяковой_18
31950000,127427.0,64.17,2.0,4.0,Москва,Марфино район,улица Академика Королёва_21
16700000,119331.0,47.0,2.0,2.0,Москва,Ломоносовский район,Кравченко_12
13500000,142701.0,70.0,2.0,10.0,Видное,unknown,Завидная_12
44500000,115533.0,120.6,3.0,31.0,Москва,Нагатино-Садовники район,1-й Нагатинский проезд_11
14874970,109428.0,42.0,2.0,25.0,Москва,Рязанский район,Окская_7
16500000,109382.0,92.0,3.0,3.0,Москва,Люблино район,Люблинская_76
24297740,123308.0,55.0,1.0,2.0,Москва,Хорошёво-Мнёвники район,Шеногина_2
14157310,129343.0,35.4,1.0,20.0,Москва,Свиблово район,проезд Серебрякова_11
13037600,123060.0,38.0,1.0,27.0,Москва,Щукино район,улица Берзарина_32
10100000,121309.0,30.4,1.0,7.0,Москва,Филёвский парк район,улица Барклая_16
15200000,123308.0,54.2,3.0,5.0,Москва,Хорошёвский район,Хорошёвское шоссе_41
7500000,108815.0,54.0,2.0,4.0,unknown,Филимонковское поселение,Жемчужная_1
129000000,119002.0,126.7,4.0,4.0,Москва,Хамовники район,Денежный переулок_14
20450000,140002.0,111.0,3.0,14.0,Люберцы,unknown,Кирова_9
6000000,143003.0,38.8,1.0,23.0,Одинцово,unknown,Маршала Жукова_23
16800000,109451.0,54.0,2.0,16.0,Москва,Марьино район,Братиславская_13
9000000,140002.0,40.0,1.0,13.0,Люберцы,unknown,Кирова_9
14400000,129346.0,56.9,2.0,1.0,Москва,Лосиноостровский район,Малыгина_3
45000000,unknown,94.1,4.0,7.0,Москва,Раменки район,проспект Генерала Дорохова_39
16500000,105318.0,56.0,2.0,6.0,Москва,Соколиная Гора район,улица Щербаковская_11
20980000,119285.0,65.0,3.0,5.0,Москва,Раменки район,2-й Мосфильмовский переулок_3
16500000,115561.0,67.0,3.0,13.0,Москва,Орехово-Борисово Южное район,Каширское шоссе_148
5150000,142702.0,24.4,2.0,4.0,Видное,unknown,ЖК Видный город_16
9900000,143406.0,43.5,2.0,1.0,Красногорск,unknown,50 лет Октября_2
16376905,127644.0,66.88,3.0,16.0,Москва,Дмитровский район,Лобненская_13
12500000,127287.0,45.7,2.0,1.0,Москва,Савёловский район,Писцовая_14
20011840,unknown,74.0,4.0,17.0,Москва,Сосенское поселение,ЖК Прокшино_5
18300000,115432.0,44.0,1.0,17.0,Москва,Даниловский район,проспект Лихачёва_16
13038400,108814.0,58.5,3.0,16.0,Москва,Южное Бутово район,Южные Сады жк улица_2
43730000,127427.0,98.0,3.0,4.0,Москва,Марфино район,улица Академика Королёва_21
14250000,105275.0,58.2,3.0,4.0,Москва,Соколиная Гора район,улица Бориса Жигулёнкова_10
6500000,141013.0,32.6,2.0,11.0,Мытищи,unknown,1-й Стрелковый переулок_2
15121260,117420.0,46.0,2.0,10.0,Москва,Черёмушки район,Намёткина_10
9200000,142702.0,57.7,2.0,2.0,unknown,unknown,Сухановская_16
75000000,121059.0,112.0,3.0,7.0,Москва,Дорогомилово район,набережная Тараса Шевченко_1
17800000,115211.0,73.0,3.0,5.0,Москва,Братеево район,Борисовские Пруды_12
6149254,141702.0,29.9,1.0,15.0,Долгопрудный,unknown,Молодёжная_4
18500000,109451.0,80.2,3.0,14.0,Москва,Марьино район,Белореченская_28
12000000,141501.0,44.0,1.0,12.0,Химки,unknown,проспект Мельникова_5
15704640,125239.0,45.92,2.0,12.0,Москва,Коптево район,Старокоптевский переулок_4
12550000,109462.0,45.5,2.0,4.0,Москва,Кузьминки район,Волгоградский проспект_72
8800000,109202.0,36.0,1.0,9.0,Москва,Нижегородский район,Карачаровская 2-я улица_12
7650000,105484.0,31.8,1.0,1.0,Москва,Северное Измайлово район,13-я Парковая улица_32
52000000,119049.0,71.7,2.0,2.0,Москва,Замоскворечье район,Мытная_7
6750000,141008.0,30.3,1.0,3.0,Мытищи,unknown,Мира_21
11816627,107143.0,38.0,1.0,5.0,Москва,Метрогородок район,Тагильская_4
19935897,115211.0,53.0,2.0,26.0,Москва,Москворечье-Сабурово район,Борисовские Пруды_1
13699999,117246.0,60.0,3.0,3.0,Москва,Черёмушки район,Севастопольский проспект_44
22500000,125480.0,84.3,3.0,7.0,Москва,Северное Тушино район,улица Героев Панфиловцев_11
10092600,117420.0,27.0,1.0,18.0,Москва,Черёмушки район,Намёткина_10
16900000,119192.0,60.0,3.0,4.0,Москва,Раменки район,Винницкая_9
18461456,unknown,38.0,2.0,25.0,Москва,Очаково-Матвеевское район,Озёрная улица_7
9667140,142715.0,42.0,1.0,6.0,unknown,unknown,посёлок Развилка_7
28000000,143085.0,80.0,3.0,2.0,unknown,unknown,Тихая_26
17200000,108811.0,75.0,3.0,7.0,Московский,Московский поселение,Никитина_4
13217200,123060.0,38.0,1.0,22.0,Москва,Щукино район,улица Берзарина_32
18500000,125183.0,76.5,3.0,8.0,Москва,Коптево район,улица Большая Академическая_79
14300000,121353.0,55.0,2.0,6.0,Москва,Можайский район,Беловежская_39
21105840,129343.0,47.6,1.0,37.0,Москва,Свиблово район,проезд Серебрякова_11
23000000,121359.0,78.3,3.0,11.0,Москва,Кунцево район,Оршанская_9
16450000,109382.0,76.1,3.0,7.0,Москва,Люблино район,Люблинская_76
5799000,141018.0,31.2,1.0,5.0,Мытищи,unknown,Матросова_29
66942810,115035.0,77.2,2.0,4.0,Москва,Якиманка район,Софийская набережная_34
15421173,108814.0,71.9,3.0,8.0,Москва,Южное Бутово район,Южные Сады жк улица_2
14500000,127474.0,51.0,2.0,7.0,Москва,Бескудниковский район,Дубнинская_45
8700000,117535.0,32.6,1.0,5.0,Москва,Чертаново Южное район,Россошанская_7
49900000,123290.0,95.0,4.0,5.0,Москва,Хорошёво-Мнёвники район,Шелепихинская набережная_34
12734990,142718.0,59.4,2.0,2.0,unknown,unknown,Южный бульвар_5
7112937,119530.0,26.0,1.0,19.0,Москва,Очаково-Матвеевское район,проезд Стройкомбината_1
26500000,121087.0,87.3,3.0,2.0,Москва,Филёвский парк район,Новозаводская_2
10800000,143966.0,52.0,1.0,13.0,Реутов,unknown,Кирова_9
8249999,143402.0,37.7,2.0,12.0,Красногорск,unknown,Жуковского_11
11000000,121353.0,36.0,1.0,5.0,Москва,Можайский район,Сколковское шоссе_16
8900000,119620.0,38.8,1.0,9.0,Москва,Солнцево район,Солнцевский проспект_19
36000000,119180.0,72.1,3.0,2.0,Москва,Якиманка район,улица Большая Якиманка_25
10563383,unknown,40.0,2.0,3.0,Москва,Сосенское поселение,ЖК Прокшино_5
19340424,107143.0,54.0,2.0,24.0,Москва,Метрогородок район,Тагильская_4
17139366,129343.0,47.4,1.0,16.0,Москва,Свиблово район,проезд Серебрякова_11
25400000,123423.0,61.0,3.0,2.0,Москва,Хорошёво-Мнёвники район,проспект Маршала Жукова_37
22310795,129085.0,46.5,1.0,15.0,Москва,Останкинский район,проспект Мира_95
14928186,109428.0,42.0,2.0,28.0,Москва,Рязанский район,Окская_7
6500000,140004.0,47.5,2.0,2.0,Люберцы,unknown,Электрификации_29
8500000,140009.0,39.5,1.0,13.0,Люберцы,unknown,Митрофанова_22
34500000,125252.0,90.0,3.0,4.0,Москва,Хорошёвский район,улица Зорге_9
14880000,127427.0,25.0,1.0,18.0,Москва,Марфино район,улица Академика Королёва_21
51980986,121170.0,50.7,2.0,23.0,Москва,Дорогомилово район,Поклонная_9
47875200,119361.0,96.01,3.0,29.0,Москва,Раменки район,улица Лобачевского_114
18980000,117588.0,69.26,2.0,10.0,Москва,Ясенево район,Новоясеневский проспект_3
206000000,115191.0,271.0,5.0,17.0,Москва,Даниловский район,Серпуховский Вал улица_21
7811358,108811.0,28.1,1.0,14.0,Московский,Московский поселение,Лаптева_7
8618980,109316.0,26.5,1.0,20.0,Москва,Южнопортовый район,Волгоградский проспект_32
16223005,125371.0,53.1,2.0,13.0,Москва,Покровское-Стрешнево район,шоссе Волоколамское_95
72000000,119192.0,110.1,3.0,19.0,Москва,Раменки район,Мосфильмовская_88
88540000,127427.0,116.39,4.0,27.0,Москва,Марфино район,улица Академика Королёва_21
6732821,115487.0,22.0,1.0,14.0,Москва,Нагатино-Садовники район,2-й Нагатинский проезд_2
14950000,109544.0,43.7,1.0,25.0,Москва,Таганский район,Новорогожская_20
7800000,143440.0,42.0,1.0,14.0,unknown,unknown,Новотушинская_3
12550000,125364.0,46.8,2.0,8.0,Москва,Южное Тушино район,Свободы_43
6200000,143442.0,45.9,2.0,5.0,unknown,unknown,Парковая_20
34900000,143421.0,110.0,3.0,5.0,unknown,unknown,Рублёвское предместье_5
7488480,unknown,24.0,1.0,7.0,Москва,Сосенское поселение,ЖК Прокшино_5
23744664,119192.0,40.5,1.0,10.0,Москва,Раменки район,Винницкая_8
21000000,125475.0,74.9,3.0,2.0,Москва,Ховрино район,Дыбенко_36
8052330,107553.0,18.77,1.0,14.0,Москва,Соколиная Гора район,Окружной проезд_10
7434098,unknown,19.3,1.0,10.0,Москва,Сосенское поселение,ЖК Прокшино_6
7800000,143442.0,60.3,2.0,5.0,unknown,unknown,Рождественская_4
12500000,141008.0,67.0,2.0,4.0,Мытищи,unknown,улица Колпакова_37
6299222,140014.0,46.2,1.0,6.0,Люберцы,unknown,Хлебозаводской проезд_9
14500000,143080.0,85.5,3.0,3.0,unknown,unknown,Триумфальная улица_16
5380000,141011.0,33.7,1.0,2.0,Мытищи,unknown,3-я Парковая улица_23
7565116,unknown,24.0,1.0,9.0,Москва,Сосенское поселение,ЖК Прокшино_5
8704074,143405.0,58.23,3.0,3.0,Красногорск,unknown,ЖК Ильинойс_1
68850000,121069.0,66.1,2.0,5.0,Москва,Арбат район,улица Поварская_8
24170000,127287.0,66.0,2.0,19.0,Москва,Савёловский район,2-я Хуторская улица_34
13599999,127081.0,53.0,2.0,16.0,Москва,Южное Медведково район,Заповедная_14
5200000,121353.0,19.1,2.0,1.0,Москва,Можайский район,Беловежская_21
14623493,115114.0,25.8,1.0,9.0,Москва,Замоскворечье район,Летниковская_4
21700000,119619.0,86.0,3.0,16.0,Москва,Солнцево район,Юлиана Семёнова_8
6350000,140016.0,30.0,1.0,17.0,Люберцы,unknown,Вертолётная_50
28000000,115404.0,112.2,4.0,4.0,Москва,Бирюлёво Восточное район,6-я Радиальная улица_3
12000000,109380.0,55.3,3.0,5.0,Москва,Люблино район,улица Степана Шутова_6
32938320,129343.0,85.0,3.0,24.0,Москва,Свиблово район,проезд Серебрякова_11
9200000,143441.0,49.7,2.0,3.0,unknown,unknown,Просторная улица_9
14000000,143923.0,67.3,2.0,16.0,Балашиха,unknown,Дёмин Луг_2
12100000,127238.0,41.0,1.0,14.0,Москва,Западное Дегунино район,Дмитровское шоссе_73
15500000,111024.0,42.0,1.0,5.0,Москва,Лефортово район,Кабельная 2-я_4
16400000,121467.0,56.0,2.0,4.0,Москва,Кунцево район,Рублёвское шоссе_91
42956960,119192.0,82.0,2.0,5.0,Москва,Раменки район,Винницкая_8
9500000,143442.0,64.4,2.0,8.0,unknown,unknown,Парковая_27
72710808,121170.0,65.0,2.0,9.0,Москва,Дорогомилово район,Братьев Фонченко_3
47678720,123308.0,58.0,2.0,2.0,Москва,Хорошёво-Мнёвники район,Шеногина_2
15727000,115201.0,44.5,2.0,4.0,Москва,Москворечье-Сабурово район,Каширский проезд_25
18460016,115280.0,38.5,1.0,15.0,Москва,Даниловский район,Автозаводская_23
12074872,141402.0,61.0,3.0,6.0,Химки,unknown,Rafinad жк_11
20000000,125493.0,56.8,2.0,4.0,Москва,Головинский район,Смольная_21
7010475,unknown,21.0,1.0,3.0,Москва,Сосенское поселение,ЖК Прокшино_5
13400000,117624.0,40.5,1.0,21.0,Москва,Южное Бутово район,улица Старокрымская_15
11000000,123308.0,33.0,1.0,7.0,Москва,Хорошёво-Мнёвники район,Демьяна Бедного_2
8199000,141074.0,47.0,1.0,16.0,Королёв,unknown,Пионерская_30
19650000,108801.0,78.6,3.0,10.0,Москва,Сосенское поселение,Скандинавский бульвар_19
5590000,140051.0,40.1,1.0,12.0,unknown,unknown,Лорха_13
7900000,143962.0,28.6,2.0,3.0,Реутов,unknown,Октября_52
14070869,119361.0,35.7,1.0,32.0,Москва,Очаково-Матвеевское район,Большая Очаковская улица_2
17000000,117463.0,58.8,2.0,12.0,Москва,Ясенево район,Ясногорская_13
9000000,143989.0,58.4,2.0,2.0,Балашиха,unknown,Шестая улица_13
18500000,141700.0,89.0,3.0,7.0,Долгопрудный,unknown,Лихачёвский проспект_66
22900000,125080.0,61.0,1.0,13.0,Москва,Сокол район,Факультетский переулок_6
19500000,117420.0,52.0,2.0,12.0,Москва,Черёмушки район,Намёткина_9
37158672,123290.0,81.0,2.0,38.0,Москва,Пресненский район,Мукомольный проезд_11
8400000,111539.0,35.1,1.0,6.0,Москва,Вешняки район,Вешняковская_11
63300000,125252.0,146.9,4.0,28.0,Москва,Хорошёвский район,Ходынский бульвар_5
75000000,119313.0,100.6,3.0,5.0,Москва,Раменки район,Ломоносовский проспект_25
8200000,142720.0,40.8,1.0,10.0,unknown,unknown,Южная_23
13444105,108814.0,56.5,3.0,26.0,Москва,Южное Бутово район,Южные Сады жк улица_2
9635939,141402.0,61.0,3.0,6.0,Химки,unknown,Rafinad жк_8
10220000,117405.0,35.0,1.0,9.0,Москва,Чертаново Южное район,Варшавское шоссе_170
5182823,unknown,27.7,1.0,4.0,unknown,unknown,Живописный жилой комплекс_2
20300000,117513.0,75.5,3.0,16.0,Москва,Тёплый Стан район,Ленинский проспект_129
12000000,111677.0,54.0,2.0,14.0,Москва,Некрасовка район,Льва Яшина_9
9800000,108824.0,65.0,3.0,1.0,Москва,Рязановское поселение,Остафьевское шоссе_12
8850000,143080.0,60.0,2.0,2.0,unknown,unknown,улица Елисейская_14
12527289,108814.0,55.5,2.0,21.0,Москва,Южное Бутово район,Южные Сады жк улица_2
24824880,111033.0,64.8,2.0,3.0,Москва,Лефортово район,Золоторожский Вал улица_30
10263450,unknown,38.0,2.0,10.0,Москва,Сосенское поселение,ЖК Прокшино_5
17542776,127287.0,40.0,1.0,24.0,Москва,Савёловский район,2-я Хуторская улица_34
10000000,115597.0,35.7,1.0,2.0,Москва,Орехово-Борисово Южное район,Ясеневая улица_32
74900000,121357.0,144.0,3.0,12.0,Москва,Очаково-Матвеевское район,Нежинская улица_1
56500000,143085.0,160.0,5.0,1.0,unknown,unknown,Сосновая_1
10214023,108814.0,43.6,2.0,6.0,Москва,Южное Бутово район,Южные Сады жк улица_2
7400000,143433.0,40.1,1.0,6.0,unknown,unknown,Школьная_8
23200000,125466.0,93.0,3.0,5.0,Москва,Куркино район,Ландышевая_12
14000000,127543.0,62.7,3.0,5.0,Москва,Бибирево район,Белозерская_23
11000000,108802.0,34.8,1.0,1.0,Москва,Сосенское поселение,квартал 28-й_1
